CustomerID,Name,Age,Age Group ,Gender,City,Marital_Status,Occupation,ProductID,ProductCategory,QuantityPurchased,PurchaseDate,TotalAmountSpent,Status,unnamed1
91491,Yasir,32,26-35,Male,Sialkot,1,Aviation,7224,Books,6,8/9/2023,730.68,,
15371,Ibrahim,72,55+,Male,Islamabad,1,Media,77072,Books,9,1/5/2024,692.37,,
42049,Sana,25,18-25,Female,Karachi,1,Banking,74534,Food,1,4/7/2024,875.37,,
21730,Aisha,35,26-35,Female,Sheikhupura,1,Aviation,28292,Books,8,9/22/2023,404.51,,
74686,Sarah,30,26-35,Female,Hyderabad,0,Banking,64656,Clothing,9,3/16/2024,782.51,,
10049,Ali,16,0-17,Male,Faisalabad,1,Food Processing,39103,Electronics,6,7/20/2024,441.31,,
58273,Aisha,40,36-45,Female,Mardan,1,Aviation,64858,Food,8,5/11/2024,867.38,,
36739,Ahmed,35,26-35,Male,Sialkot,0,Aviation,5669,Food,2,1/7/2024,828.76,,
82922,Ahmed,45,36-45,Male,Karachi,1,Agriculture,78015,Food,10,3/8/2024,817.22,,
46447,Sarah,28,26-35,Female,Rawalpindi,0,Banking,57140,Food,6,11/30/2023,493.33,,
47139,Muhammad,32,26-35,Male,Sialkot,0,Construction,10473,Toys,5,1/6/2024,973.84,,
58239,Sarah,32,26-35,Female,Hyderabad,1,Retail,90867,Electronics,5,9/15/2023,513.49,,
44268,Ibrahim,53,51-55,Male,Gujranwala,1,IT Sector,17147,Food,2,5/21/2024,291.22,,
31045,Ahmed,43,36-45,Male,Faisalabad,0,IT Sector,33504,Toys,10,4/6/2024,732.13,,
1998,Omar,29,26-35,Male,Peshawar,1,IT Sector,74252,Toys,3,2/1/2024,443.88,,
44065,Fatima,47,46-50,Female,Sukkur,0,Textile,21782,Clothing,10,10/12/2023,100.33,,
53715,Khadija,35,26-35,Female,Bahawalpur,0,Lawyer,55780,Clothing,2,10/3/2023,507.48,,
49815,Zainab,22,18-25,Female,Sukkur,1,Media,4181,Electronics,4,2/1/2024,685.09,,
11959,Fatima,34,26-35,Female,Rawalpindi,0,IT Sector,69457,Toys,7,8/18/2023,860.9,,
91562,Saad,33,26-35,Male,Peshawar,0,Agriculture,3654,Toys,5,1/19/2024,208.63,,
71183,Maryam,36,36-45,Female,Multan,0,IT Sector,91806,Clothing,3,12/16/2023,552.83,,
56135,Ibrahim,52,51-55,Male,Lahore,1,IT Sector,90646,Clothing,10,2/28/2024,753.61,,
19375,Maryam,18,18-25,Female,Rawalpindi,1,Construction,38070,Clothing,8,2/19/2024,781.65,,
99312,Ali,39,36-45,Male,Islamabad,1,Healthcare,39481,Clothing,4,11/7/2023,996.32,,
17630,Ayesha,34,26-35,Female,Bahawalpur,0,Agriculture,8611,Books,7,2/27/2024,198.3,,
99922,Omar,33,26-35,Male,Gujranwala,0,Govt,76192,Electronics,3,6/27/2024,579.32,,
37431,Usman,21,18-25,Male,Sukkur,1,Automobile,41044,Books,9,8/13/2023,384.02,,
18710,Sarah,38,36-45,Female,Multan,0,Aviation,10497,Clothing,8,9/9/2023,570.05,,
80451,Khadija,28,26-35,Female,Bahawalpur,1,IT Sector,76124,Toys,6,5/20/2024,141.25,,
8983,Zainab,37,36-45,Female,Islamabad,0,Hospitality,8594,Books,3,2/20/2024,621.23,,
4892,Ibrahim,20,18-25,Male,Bahawalpur,0,Construction,67716,Toys,2,10/5/2023,766.21,,
67002,Aisha,23,18-25,Female,Gujranwala,1,Media,73530,Electronics,7,2/12/2024,65.83,,
41195,Sarah,34,26-35,Female,Abbottabad,0,Banking,76882,Food,6,2/19/2024,966.43,,
40474,Khadija,49,46-50,Female,Bahawalpur,0,Govt,76438,Electronics,5,10/26/2023,799.35,,
1340,Zainab,38,36-45,Female,Hyderabad,0,Media,49993,Food,4,8/18/2023,12.36,,
11552,Sana,30,26-35,Female,Peshawar,1,Aviation,61358,Food,9,1/7/2024,421.78,,
31329,Khadija,25,18-25,Female,Gujranwala,0,IT Sector,16438,Food,5,10/27/2023,703.06,,
35078,Saad,19,18-25,Male,Abbottabad,0,Media,1560,Electronics,9,4/10/2024,643.81,,
38356,Khadija,42,36-45,Female,Faisalabad,1,Hospitality,62320,Clothing,2,3/11/2024,789.95,,
15912,Yasir,38,36-45,Male,Peshawar,0,Media,84245,Electronics,1,1/23/2024,184.44,,
67072,Muhammad,21,18-25,Male,Faisalabad,0,IT Sector,26593,Toys,2,3/1/2024,180.33,,
20040,Muhammad,35,26-35,Male,Multan,1,Govt,12491,Books,4,8/21/2023,366.39,,
29176,Zainab,24,18-25,Female,Sialkot,0,Govt,70803,Electronics,5,5/1/2024,657.51,,
30922,Sana,52,51-55,Female,Sheikhupura,1,Healthcare,57723,Electronics,2,12/31/2023,467.18,,
61388,Rehan,53,51-55,Male,Gujranwala,1,Textile,50257,Toys,7,5/19/2024,986.45,,
31640,Sana,37,36-45,Female,Sargodha,0,Lawyer,28198,Toys,1,7/10/2024,265.88,,
67713,Fatima,28,26-35,Female,Sheikhupura,1,IT Sector,10573,Clothing,5,9/8/2023,972.3,,
55023,Noor,50,46-50,Female,Multan,1,Banking,49705,Food,7,11/30/2023,623.53,,
12802,Amna,40,36-45,Female,Sheikhupura,1,Lawyer,43503,Books,6,2/4/2024,837.98,,
36520,Noor,35,26-35,Female,Karachi,1,Chemical,1932,Electronics,7,8/24/2023,872.12,,
6534,Omar,45,36-45,Male,Multan,1,Banking,20833,Books,7,11/27/2023,178.91,,
91532,Usman,35,26-35,Male,Karachi,0,Food Processing,89373,Food,8,8/15/2023,162.92,,
12932,Usman,18,18-25,Male,Rawalpindi,0,Aviation,40982,Clothing,1,11/28/2023,763.4,,
94597,Sana,22,18-25,Female,Sargodha,1,Automobile,32709,Books,7,6/30/2024,379.26,,
18037,Amna,43,36-45,Female,Peshawar,0,Aviation,85833,Clothing,2,10/18/2023,486.53,,
48578,Ahmed,48,46-50,Male,Bahawalpur,0,Automobile,85316,Food,5,5/29/2024,261.84,,
49841,Amna,28,26-35,Female,Bahawalpur,0,IT Sector,54460,Toys,1,7/5/2024,209.19,,
49767,Muhammad,31,26-35,Male,Gujranwala,0,IT Sector,57807,Food,2,7/2/2024,887.5,,
86593,Hussain,23,18-25,Male,Faisalabad,1,Construction,64205,Books,8,6/30/2024,559.15,,
47005,Amna,44,36-45,Female,Sargodha,1,Lawyer,96855,Toys,5,5/30/2024,122.24,,
1019,Aisha,34,26-35,Female,Sukkur,0,Automobile,25036,Electronics,9,9/19/2023,73.81,,
65785,Omar,46,46-50,Male,Quetta,1,Chemical,48966,Food,2,5/2/2024,271.92,,
73772,Omar,43,36-45,Male,Rawalpindi,0,Govt,9609,Food,1,4/28/2024,90.42,,
75617,Sana,21,18-25,Female,Bahawalpur,0,Textile,6873,Electronics,4,3/20/2024,674.12,,
14558,Ahmed,54,51-55,Male,Gujranwala,0,IT Sector,65254,Electronics,5,3/11/2024,675.04,,
55230,Omar,34,26-35,Male,Multan,0,Healthcare,56642,Electronics,5,5/1/2024,754,,
20672,Usman,44,36-45,Male,Bahawalpur,1,Agriculture,28598,Electronics,3,10/6/2023,831,,
98475,Hussain,29,26-35,Male,Islamabad,1,Retail,67663,Food,10,4/16/2024,457.38,,
37083,Muhammad,38,36-45,Male,Sukkur,0,Healthcare,36199,Books,5,11/13/2023,407.71,,
17032,Noor,55,51-55,Female,Multan,1,Hospitality,71255,Food,7,5/4/2024,165.17,,
87536,Sarah,26,26-35,Female,Sargodha,1,Hospitality,62782,Clothing,5,1/5/2024,525.45,,
57827,Aisha,46,46-50,Female,Sukkur,0,Retail,51039,Clothing,3,5/29/2024,775.75,,
11017,Omar,48,46-50,Male,Gujranwala,0,Banking,63933,Food,2,7/9/2024,310.29,,
28851,Hassan,38,36-45,Male,Hyderabad,0,Food Processing,5411,Electronics,7,1/24/2024,543.4,,
10448,Sarah,41,36-45,Female,Sheikhupura,1,IT Sector,23982,Electronics,9,5/7/2024,622.92,,
77002,Hussain,47,46-50,Male,Rawalpindi,0,Retail,73624,Electronics,8,8/9/2023,860.28,,
15883,Amna,35,26-35,Female,Peshawar,1,Food Processing,78304,Food,3,7/5/2024,570.03,,
51190,Saad,31,26-35,Male,Sargodha,0,Textile,69698,Electronics,9,11/21/2023,385.84,,
48677,Hussain,26,26-35,Male,Gujranwala,1,IT Sector,7826,Electronics,10,5/21/2024,756.19,,
42050,Hussain,41,36-45,Male,Sargodha,0,IT Sector,37224,Toys,7,11/10/2023,633.54,,
4016,Amna,42,36-45,Female,Multan,0,IT Sector,22492,Toys,2,3/25/2024,599.7,,
42722,Omar,49,46-50,Male,Hyderabad,1,Lawyer,31746,Food,8,2/13/2024,560.83,,
17797,Yasir,44,36-45,Male,Hyderabad,1,Chemical,52531,Electronics,10,9/3/2023,631.16,,
47486,Khadija,31,26-35,Female,Peshawar,0,IT Sector,81553,Food,4,10/30/2023,844.29,,
22436,Usman,31,26-35,Male,Sialkot,0,IT Sector,79448,Books,10,6/8/2024,46.75,,
90785,Ali,27,26-35,Male,Mardan,0,Automobile,65353,Clothing,6,11/15/2023,188.47,,
13887,Rehan,32,26-35,Male,Peshawar,0,Retail,42108,Books,2,2/9/2024,261.53,,
18863,Ibrahim,66,55+,Male,Islamabad,0,Govt,47040,Electronics,4,2/24/2024,192.3,,
24070,Ali Hassan ,28,26-35,Male,Sukkur,1,Aviation,35844,Electronics,5,8/8/2023,432.24,,
74983,Rehan,52,51-55,Male,Rawalpindi,0,Aviation,30076,Electronics,5,12/14/2023,683.36,,
23615,Ahmed,19,18-25,Male,Islamabad,0,Healthcare,25837,Clothing,8,6/10/2024,214.6,,
50086,Amna,45,36-45,Female,Sargodha,0,Construction,79929,Toys,8,9/13/2023,798.76,,
36864,Yasir,53,51-55,Male,Peshawar,0,Aviation,93048,Clothing,2,11/9/2023,256.72,,
19097,Noor,36,36-45,Female,Rahim Yar Khan,0,Aviation,30088,Clothing,7,11/27/2023,318.47,,
63523,Usman,41,36-45,Male,Multan,0,Banking,12676,Clothing,1,6/20/2024,258.38,,
265,Hussain,22,18-25,Male,Sialkot,1,Govt,15009,Books,7,1/31/2024,472.83,,
65560,Aisha,30,26-35,Female,Faisalabad,1,Hospitality,23514,Toys,8,7/15/2024,829.36,,
34662,Sana,46,46-50,Female,Peshawar,0,Hospitality,1260,Toys,5,5/14/2024,803.69,,
11952,Amna,47,46-50,Female,Hyderabad,1,IT Sector,72832,Food,3,1/10/2024,410.85,,
578,Yasir,29,26-35,Male,Sukkur,0,Healthcare,66002,Books,5,3/28/2024,296.92,,
30964,Khadija,28,26-35,Female,Quetta,1,Banking,88767,Books,2,10/7/2023,917.23,,
52937,Noor,53,51-55,Female,Quetta,1,Hospitality,83881,Electronics,1,3/13/2024,824.33,,
54034,Aisha,53,51-55,Female,Faisalabad,0,Hospitality,92845,Clothing,3,3/21/2024,274.23,,
12165,Muhammad,15,0-17,Male,Faisalabad,0,Healthcare,65800,Electronics,9,8/11/2023,48.42,,
38485,Ali,40,36-45,Male,Lahore,0,IT Sector,43566,Books,2,12/17/2023,88.25,,
50245,Khadija,35,26-35,Female,Peshawar,1,Automobile,47225,Books,2,9/25/2023,247.35,,
14705,Saad,33,26-35,Male,Sheikhupura,1,IT Sector,35602,Books,9,11/26/2023,807.2,,
60211,Amna,40,36-45,Female,Multan,0,Aviation,43145,Books,8,10/3/2023,126.86,,
56709,Saad,52,51-55,Male,Rawalpindi,1,IT Sector,21850,Electronics,7,4/16/2024,557.47,,
73460,Ibrahim,27,26-35,Male,Rahim Yar Khan,1,Aviation,95013,Electronics,7,7/20/2024,728.28,,
78534,Omar,45,36-45,Male,Sialkot,1,IT Sector,99386,Toys,2,2/14/2024,227.2,,
45168,Ali,48,46-50,Male,Multan,0,Aviation,2087,Books,5,2/6/2024,926.3,,
56376,Khadija,38,36-45,Female,Peshawar,0,Media,90190,Toys,9,5/11/2024,560.05,,
97707,Zainab,33,26-35,Female,Sheikhupura,1,IT Sector,81102,Food,10,10/21/2023,401.76,,
5358,Aisha,47,46-50,Female,Quetta,0,Banking,75198,Toys,3,6/24/2024,333.67,,
11393,Khadija,40,36-45,Female,Sargodha,0,Media,69334,Electronics,2,10/25/2023,669.08,,
45646,Omar,47,46-50,Male,Rahim Yar Khan,0,Automobile,84569,Books,4,10/20/2023,392.29,,
75770,Muhammad,44,36-45,Male,Islamabad,1,IT Sector,74805,Toys,10,7/7/2024,700.45,,
11644,Yasir,46,46-50,Male,Rahim Yar Khan,1,Aviation,393,Toys,6,7/23/2024,423.08,,
12236,Ahmed,50,46-50,Male,Gujranwala,1,Aviation,88762,Clothing,6,10/19/2023,783.5,,
22541,Muhammad,49,46-50,Male,Mardan,0,Healthcare,42199,Electronics,7,3/8/2024,879.91,,
80698,Khadija,29,26-35,Female,Sargodha,1,Banking,58313,Toys,6,11/18/2023,647.41,,
92815,Omar,53,51-55,Male,Sheikhupura,0,Healthcare,32413,Electronics,7,1/28/2024,147.46,,
78306,Usman,42,36-45,Male,Sialkot,0,IT Sector,42632,Clothing,5,6/13/2024,104.89,,
20480,Fatima,51,51-55,Female,Gujranwala,0,Aviation,17450,Food,7,5/3/2024,582.98,,
1993,Aisha,26,26-35,Female,Gujranwala,1,Banking,11583,Electronics,4,3/31/2024,138.42,,
75601,Aisha,30,26-35,Female,Faisalabad,0,Media,21358,Books,3,2/7/2024,696.6,,
5714,Khadija,33,26-35,Female,Gujranwala,0,Aviation,22889,Electronics,8,12/4/2023,205.36,,
58943,Ahmed,34,26-35,Male,Sialkot,1,Chemical,29521,Books,2,3/1/2024,955.35,,
56285,Saad,26,26-35,Male,Sargodha,1,Retail,15594,Electronics,2,10/6/2023,352.52,,
44171,Ibrahim,46,46-50,Male,Faisalabad,0,Govt,52285,Electronics,3,3/14/2024,696.68,,
11498,Hussain,36,36-45,Male,Mardan,1,Automobile,290,Food,6,1/18/2024,768.92,,
19271,Muhammad,26,26-35,Male,Sukkur,0,Chemical,23968,Clothing,3,4/25/2024,25.06,,
49176,Usman,50,46-50,Male,Faisalabad,0,Lawyer,76691,Food,3,9/24/2023,782.9,,
73716,Maryam,32,26-35,Female,Quetta,0,Food Processing,75652,Books,1,8/12/2023,53.44,,
54231,Omar,38,36-45,Male,Mardan,1,Banking,11928,Clothing,9,7/27/2024,676.34,,
81046,Maryam,41,36-45,Female,Rahim Yar Khan,0,Retail,56398,Books,2,10/28/2023,710.64,,
78859,Yasir,43,36-45,Male,Rawalpindi,1,Automobile,35532,Books,9,10/21/2023,945.78,,
24164,Ibrahim,40,36-45,Male,Hyderabad,0,Food Processing,47055,Food,7,9/10/2023,425.38,,
82949,Omar,26,26-35,Male,Multan,0,IT Sector,54659,Toys,3,8/5/2024,537.83,,
91076,Aisha,36,36-45,Female,Rahim Yar Khan,1,Media,23320,Food,1,11/11/2023,756.6,,
72795,Ibrahim,50,46-50,Male,Islamabad,0,IT Sector,44765,Books,6,9/3/2023,792.29,,
20592,Maryam,32,26-35,Female,Rawalpindi,0,IT Sector,33994,Clothing,6,3/20/2024,146.54,,
41256,Khadija,47,46-50,Female,Gujranwala,1,Hospitality,60710,Books,9,8/26/2023,544.82,,
27184,Aisha,51,51-55,Female,Multan,1,Media,93112,Clothing,3,1/27/2024,369.42,,
45828,Hassan,36,36-45,Male,Karachi,0,Construction,56718,Food,3,2/25/2024,896.76,,
5888,Rehan,42,36-45,Male,Peshawar,0,IT Sector,18505,Toys,1,10/30/2023,965.98,,
40181,Aisha,49,46-50,Female,Rawalpindi,1,Banking,81651,Books,7,12/16/2023,312.61,,
47698,Usman,32,26-35,Male,Abbottabad,0,Retail,5117,Clothing,10,11/9/2023,233.91,,
88766,Hassan,48,46-50,Male,Islamabad,0,IT Sector,50405,Food,2,5/7/2024,57.43,,
87017,Hussain,32,26-35,Male,Lahore,1,Food Processing,97374,Clothing,7,4/24/2024,576.23,,
11386,Usman,41,36-45,Male,Karachi,1,Banking,43761,Books,1,4/2/2024,930.48,,
87405,Amna,54,51-55,Female,Peshawar,1,Retail,4852,Books,5,8/15/2023,481.86,,
81846,Ibrahim,33,26-35,Male,Lahore,0,Chemical,44332,Toys,3,8/12/2023,735.22,,
23981,Aisha,30,26-35,Female,Sialkot,0,Lawyer,26560,Books,5,3/4/2024,343.57,,
37242,Ibrahim,29,26-35,Male,Abbottabad,0,IT Sector,25567,Toys,1,5/19/2024,853.4,,
27025,Zainab,27,26-35,Female,Multan,0,Media,46720,Toys,3,11/3/2023,538.44,,
63369,Ahmed,51,51-55,Male,Peshawar,0,Aviation,34089,Toys,3,3/27/2024,218.26,,
44755,Yasir,43,36-45,Male,Rawalpindi,0,Textile,89948,Books,1,4/23/2024,271.48,,
58429,Saad,31,26-35,Male,Peshawar,0,Healthcare,97991,Toys,9,1/31/2024,610,,
35434,Muhammad,72,55+,Male,Faisalabad,1,Textile,65545,Books,5,2/12/2024,749.99,,
27078,Ahmed,39,36-45,Male,Islamabad,1,IT Sector,64804,Books,9,11/16/2023,118.79,,
40391,Ali,31,26-35,Male,Abbottabad,1,Aviation,47090,Food,6,1/10/2024,892.2,,
75523,Omar,42,36-45,Male,Mardan,0,Automobile,28451,Toys,9,3/11/2024,656.58,,
85793,Muhammad,40,36-45,Male,Sargodha,1,IT Sector,76244,Clothing,3,4/13/2024,496.3,,
95323,Hassan,26,26-35,Male,Rahim Yar Khan,0,Chemical,75848,Toys,1,1/10/2024,909.58,,
45173,Khadija,27,26-35,Female,Faisalabad,0,IT Sector,45527,Electronics,3,8/17/2023,386.68,,
53181,Ayesha,39,36-45,Female,Sheikhupura,1,Healthcare,92410,Books,6,3/31/2024,825.59,,
95004,Aisha,25,18-25,Female,Sargodha,0,Banking,82389,Electronics,5,7/10/2024,352.47,,
70783,Ayesha,55,51-55,Female,Sargodha,1,Aviation,7727,Books,2,5/23/2024,62.16,,
81275,Yasir,29,26-35,Male,Sukkur,0,Healthcare,33900,Food,7,9/1/2023,497.37,,
40673,Rehan,50,46-50,Male,Rawalpindi,0,Banking,39040,Clothing,3,10/9/2023,703.2,,
93370,Rehan,30,26-35,Male,Faisalabad,1,Banking,4889,Toys,2,1/19/2024,200.5,,
11691,Aisha,31,26-35,Female,Multan,0,Banking,96534,Toys,6,10/8/2023,497.17,,
9936,Usman,34,26-35,Male,Sukkur,0,Lawyer,10492,Clothing,9,2/18/2024,691.94,,
23081,Sana,33,26-35,Female,Rahim Yar Khan,1,Chemical,2068,Books,8,3/1/2024,36.46,,
52279,Ibrahim,30,26-35,Male,Sargodha,0,IT Sector,3788,Clothing,4,10/26/2023,352.02,,
49273,Rehan,29,26-35,Male,Multan,1,Banking,78626,Electronics,2,9/12/2023,233.94,,
37452,Saad,49,46-50,Male,Abbottabad,1,Healthcare,30979,Toys,4,3/23/2024,25.3,,
76579,Aisha,34,26-35,Female,Hyderabad,1,Healthcare,63788,Clothing,2,4/24/2024,392.96,,
61352,Khadija,42,36-45,Female,Sialkot,1,Govt,24734,Books,7,12/6/2023,478.42,,
52401,Hassan,38,36-45,Male,Sukkur,0,Textile,5858,Books,8,5/26/2024,217.91,,
53056,Muhammad,26,36-45,Male,Bahawalpur,0,Chemical,11449,Books,4,7/22/2024,56.23,,
30536,Fatima,28,26-35,Female,Rawalpindi,0,Banking,35388,Books,6,12/20/2023,96.99,,
46822,Ibrahim,40,36-45,Male,Gujranwala,1,Media,39992,Food,5,5/2/2024,493.21,,
5439,Maryam,54,51-55,Female,Mardan,1,Construction,13932,Toys,6,7/25/2024,90.17,,
81689,Sarah,47,46-50,Female,Sukkur,1,Aviation,45405,Clothing,7,9/8/2023,65.01,,
35010,Ayesha,19,18-25,Female,Lahore,1,Aviation,33945,Clothing,4,10/23/2023,409.77,,
91796,Maryam,41,36-45,Female,Abbottabad,1,Govt,86068,Electronics,2,3/16/2024,401.59,,
24194,Ali,41,36-45,Male,Rawalpindi,0,Healthcare,58656,Clothing,10,2/23/2024,360.18,,
37638,Muhammad,24,18-25,Male,Rahim Yar Khan,1,Healthcare,88078,Books,1,9/18/2023,267.62,,
6415,Hussain,23,18-25,Male,Hyderabad,0,Hospitality,55704,Toys,6,4/18/2024,12.85,,
29745,Maryam,25,18-25,Female,Mardan,0,Govt,87625,Clothing,5,6/26/2024,898.58,,
60259,Ayesha,29,26-35,Female,Rawalpindi,0,Media,91982,Electronics,3,12/18/2023,882.15,,
53632,Ibrahim,34,26-35,Male,Sukkur,0,Retail,43415,Clothing,2,3/11/2024,299.07,,
91629,Ahmed,29,26-35,Male,Sheikhupura,0,Automobile,79822,Toys,4,7/20/2024,575.77,,
24059,Yasir,26,26-35,Male,Rawalpindi,0,Aviation,9697,Toys,10,6/19/2024,42.09,,
24837,Yasir,83,55+,Male,Sheikhupura,0,Govt,90152,Toys,5,5/4/2024,62.5,,
45047,Ibrahim,55,51-55,Male,Islamabad,0,Aviation,65244,Food,5,2/13/2024,513.68,,
21221,Omar,37,36-45,Male,Faisalabad,0,IT Sector,12967,Electronics,6,4/12/2024,652.36,,
55286,Hassan,34,26-35,Male,Multan,0,Chemical,58847,Clothing,4,7/19/2024,236.46,,
72488,Ayesha,29,26-35,Female,Sheikhupura,1,IT Sector,42768,Toys,6,12/28/2023,701.47,,
88684,Fatima,23,18-25,Female,Lahore,0,Healthcare,98183,Food,4,4/10/2024,148.24,,
88384,Sarah,51,51-55,Female,Hyderabad,1,Food Processing,88701,Toys,8,4/12/2024,999.19,,
83779,Ali,39,36-45,Male,Abbottabad,1,Media,49093,Food,8,1/8/2024,509.83,,
30061,Hassan,41,36-45,Male,Abbottabad,1,Automobile,48911,Books,1,6/18/2024,913.09,,
22566,Rehan,20,18-25,Male,Rawalpindi,1,Healthcare,83446,Books,3,5/13/2024,272.93,,
82542,Maryam,52,51-55,Female,Islamabad,1,Aviation,63021,Clothing,3,9/20/2023,498.65,,
26759,Fatima,53,51-55,Female,Sheikhupura,1,Food Processing,93667,Books,8,1/7/2024,396.22,,
7859,Rehan,48,46-50,Male,Multan,1,Aviation,51840,Electronics,7,3/5/2024,968.96,,
41739,Ayesha,31,26-35,Female,Multan,1,Chemical,77137,Books,10,4/24/2024,321.16,,
62284,Ayesha,55,51-55,Female,Sargodha,0,Healthcare,81811,Electronics,7,1/6/2024,620.29,,
46118,Ahmed,40,36-45,Male,Sheikhupura,0,Banking,55943,Electronics,3,11/20/2023,190.38,,
30526,Khadija,45,36-45,Female,Sukkur,0,Textile,21334,Toys,7,7/22/2024,608.4,,
67707,Ali,26,26-35,Male,Multan,1,Aviation,84261,Books,3,6/25/2024,989.33,,
11223,Usman,52,51-55,Male,Hyderabad,0,Chemical,32191,Toys,2,1/8/2024,824.85,,
93602,Ahmed,27,26-35,Male,Gujranwala,1,Banking,74655,Toys,6,7/26/2024,88.57,,
23308,Ali,35,26-35,Male,Sheikhupura,0,Media,87441,Food,10,4/21/2024,249.5,,
37279,Hussain,27,26-35,Male,Abbottabad,0,Food Processing,74733,Clothing,7,6/27/2024,30.13,,
12129,Zainab,42,36-45,Female,Bahawalpur,0,IT Sector,27708,Electronics,10,2/11/2024,484.54,,
53190,Fatima,28,26-35,Female,Gujranwala,1,Textile,29608,Food,10,7/2/2024,224.9,,
921,Rehan,28,26-35,Male,Rahim Yar Khan,0,Chemical,75411,Toys,10,12/26/2023,500.87,,
82041,Usman,35,26-35,Male,Peshawar,0,IT Sector,57103,Books,5,10/9/2023,985.54,,
48811,Fatima,28,26-35,Female,Islamabad,1,Retail,44610,Clothing,5,8/3/2024,769.96,,
80975,Aisha,35,26-35,Female,Sheikhupura,1,Aviation,14877,Food,8,4/14/2024,172.66,,
76830,Ibrahim,48,46-50,Male,Islamabad,0,Banking,92534,Clothing,5,4/30/2024,367.57,,
